,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
388,at-bashi,99,KG,1573941694,41,41.17,75.81,11.98,7.02
389,petauke,100,ZM,1573941695,87,-14.25,31.33,69.85,9.48
390,luwuk,34,ID,1573941695,71,-0.95,122.79,80.46,7.25
391,lalmohan,0,BD,1573941695,84,22.34,90.74,69.19,4.38
392,axim,65,GH,1573941695,89,4.87,-2.24,77.4,2.51
393,tahe,0,CN,1573941695,87,52.34,124.71,-3.37,4.27
394,dzhankoy,0,UA,1573941696,85,45.71,34.39,44.46,4.07
395,aksarka,99,RU,1573941696,94,66.56,67.8,5.2,10.92
396,codrington,90,AU,1573941696,68,-28.95,153.24,73.0,2.44
397,grindavik,40,IS,1573941696,62,63.84,-22.43,32.0,12.75
398,khani,0,GE,1573941696,50,41.96,42.96,51.8,27.51
399,svecha,100,RU,1573941697,94,58.28,47.52,32.11,5.73
400,paraje nuevo,1,US,1573941697,14,35.06,-107.48,66.2,16.11
401,oktyabrskiy,90,RU,1573941697,93,55.61,37.97,39.2,4.47
402,faya,96,SA,1573941697,66,18.39,42.45,57.2,2.95
403,mongo,100,CD,1573941697,90,-5.62,14.6,72.64,1.23
404,tacuarembo,17,UY,1573941697,68,-31.73,-55.98,76.71,5.12
405,lata,0,IN,1573941698,49,30.78,78.62,23.29,8.7
406,upata,97,VE,1573941698,76,8.02,-62.41,80.53,4.41
407,pangoa,100,PE,1573941699,47,-12.12,-73.0,84.15,2.42
408,marzuq,0,YE,1573941699,74,14.4,46.47,66.16,6.02
409,male,36,UA,1573941699,79,50.74,33.7,38.35,6.33
410,bridlington,100,GB,1573941699,100,54.08,-0.19,46.99,5.82
411,ust-maya,100,RU,1573941699,97,60.42,134.54,-16.49,3.56
412,ukiah,1,US,1573941699,43,39.15,-123.21,77.0,3.71
413,nagpur,6,IN,1573941700,77,21.15,79.08,68.0,3.36
414,xining,100,CN,1573941700,41,36.62,101.77,25.66,7.2
415,kamenka,73,MD,1573941700,85,48.03,28.7,54.0,10.78
416,havre-saint-pierre,1,CA,1573941621,62,50.23,-63.6,19.4,14.99
417,kununurra,77,AU,1573941630,88,-15.77,128.74,73.4,1.12
418,opole lubelskie,100,PL,1573941700,100,50.67,17.92,50.0,11.23
419,shitanjing,97,CN,1573941701,37,39.23,106.34,27.0,1.99
420,trapani,6,IT,1573941701,31,38.02,12.54,73.4,26.4
421,garowe,0,SO,1573941701,63,8.41,48.48,74.75,12.15
422,bang saphan,81,CM,1573941701,23,9.87,13.98,82.89,3.06
423,navalmoral de la mata,52,ES,1573941702,86,40.46,-4.77,43.0,1.01
424,okitipupa,100,NG,1573941702,93,6.5,4.78,76.41,2.19
425,ballina,100,IE,1573941702,93,54.11,-9.15,43.0,4.0
426,moyale,0,ET,1573941702,61,3.52,39.05,71.6,10.09
427,matamoros,1,US,1573941702,53,25.87,-97.51,72.0,8.05
428,bastrop,1,US,1573941703,26,32.78,-91.91,59.0,8.05
429,qasigiannguit,75,GL,1573941703,53,68.82,-51.19,21.2,26.4
430,lisakovsk,76,KZ,1573941703,73,52.55,62.49,27.34,7.45
431,yebaishou,100,CN,1573941704,67,41.4,119.64,27.48,3.44
432,grand river south east,0,FR,1573941704,93,48.39,5.49,32.0,2.24
433,barabai,77,ID,1573941704,78,-2.59,115.38,73.45,1.74
434,bintulu,75,MY,1573941485,100,3.17,113.03,75.2,2.24
435,magadi,40,IN,1573941704,100,12.96,77.22,68.0,4.7
436,krasnomayskiy,90,RU,1573941704,77,55.0,82.52,6.8,13.42
437,portland,1,US,1573940935,26,43.66,-70.25,30.2,8.05
438,jacqueville,20,CI,1573941705,83,5.21,-4.42,82.4,4.7
439,cockburn town,1,AU,1573941705,54,-32.08,141.0,53.6,17.22
440,davila,20,PH,1573941705,83,18.47,120.58,78.8,9.17
441,nogales,0,CL,1573941705,53,-32.73,-71.2,82.0,8.05
442,tucurui,42,BR,1573941677,55,-3.77,-49.67,87.71,3.2
443,shar,100,NG,1573941706,57,7.3,8.73,81.14,3.38
444,port macquarie,57,CD,1573941631,67,-7.04,29.76,79.97,9.22
445,santiago de cao,100,PH,1573941624,95,16.69,121.54,70.97,1.43
446,sechura,97,PE,1573941706,93,-5.56,-80.82,64.98,20.4
447,kango,100,GA,1573941707,97,0.19,10.1,74.3,1.74
448,jardim,0,BR,1573941707,24,-21.48,-56.15,88.5,3.58
449,nyaunglebin,0,MM,1573941708,94,17.95,96.73,72.9,2.89
450,salvador,20,BR,1573941708,83,-12.98,-38.48,80.6,18.34
451,ormara,100,PK,1573941709,56,25.21,64.64,77.49,7.25
452,aki,12,JP,1573941709,70,33.51,133.91,48.2,11.41
453,port hueneme,57,CD,1573941642,67,-7.04,29.76,79.97,9.22
454,ayagoz,100,KZ,1573941710,54,47.96,80.43,8.33,3.04
455,kindu,100,CD,1573941710,98,-2.95,25.92,69.48,2.3
456,sambava,78,MG,1573941710,97,-14.27,50.17,72.52,1.41
457,college,90,US,1573941679,84,64.86,-147.8,9.0,5.82
458,hamilton,40,CA,1573941413,73,43.26,-79.87,30.99,21.92
459,saint-felicien,20,CA,1573941711,56,48.65,-72.45,18.0,8.05
460,moose factory,40,US,1573941648,42,43.66,-110.72,46.4,12.75
461,murray bridge,1,US,1573941711,54,40.67,-111.89,57.2,13.87
462,goderich,87,CA,1573941666,75,43.74,-81.71,27.0,7.49
463,boguchany,100,RU,1573941712,91,58.38,97.46,-6.12,5.21
464,denton,1,US,1573941712,41,33.22,-97.13,64.4,9.17
465,tuatapere,2,NZ,1573941712,58,-46.13,167.69,57.0,15.01
466,nizwa,100,OM,1573941674,57,22.93,57.53,61.45,4.14
467,san joaquin,18,ML,1573941602,19,13.3,-4.9,84.18,8.23
468,wegrow,100,PL,1573941713,85,52.4,22.02,50.0,10.27
469,lodi,20,IT,1573941601,87,45.31,9.5,50.0,3.36
470,malpe,20,IN,1573941713,88,13.35,74.72,75.2,3.36
471,san jose,18,ML,1573941609,19,13.3,-4.9,84.18,8.23
472,fairbanks,90,US,1573941642,84,64.84,-147.72,9.0,5.82
473,atasu,0,KZ,1573941714,35,48.68,71.64,18.16,5.32
474,pangkalanbuun,51,ID,1573941714,96,-2.68,111.62,72.64,0.51
475,chipinge,7,ZW,1573941714,66,-20.19,32.62,69.98,6.8
476,sydney mines,75,AU,1573941616,82,-33.85,151.22,68.0,23.04
477,kurchum,100,KZ,1573941714,84,48.57,83.65,11.28,9.46
478,longyearbyen,75,NO,1573941715,98,78.22,15.63,32.0,9.17
479,parabel,100,RU,1573941715,92,58.71,81.5,13.41,10.56
480,maceio,1,BR,1573941624,78,-9.67,-35.74,78.8,13.87
481,lichuan,27,CN,1573941715,94,30.3,108.94,51.57,3.56
482,dawei,11,MM,1573941716,75,14.07,98.19,79.21,5.53
483,dakar,100,SN,1573941598,78,14.69,-17.45,77.0,5.82
484,seydi,0,NE,1573941716,18,13.34,7.75,84.16,8.37
485,benguela,83,AO,1573941716,80,-12.58,13.4,76.26,3.09
486,garden city,12,DE,1573941716,80,53.69,12.05,41.0,11.41
487,nyuksenitsa,100,RU,1573941717,98,60.41,44.24,31.6,2.93
488,polonne,100,UA,1573941717,93,50.12,27.51,48.69,7.99
489,tymovskoye,100,RU,1573941717,94,50.85,142.66,28.65,23.58
490,novikovo,0,RU,1573941717,88,51.15,37.89,34.38,8.19
491,issia,92,CI,1573941717,75,6.49,-6.58,76.59,1.81
492,ahipara,73,NZ,1573941717,89,-35.17,173.16,73.99,11.95
493,pasan,2,IN,1573941718,52,22.84,82.2,61.29,2.48
494,biak,34,ID,1573941718,71,-0.91,122.88,80.46,7.25
495,muros,75,ES,1573941718,100,42.77,-9.06,55.99,5.82
496,gorele,40,TR,1573941718,77,41.03,39.0,59.0,8.05
497,beian,14,NO,1573941718,86,63.66,9.57,39.99,13.87
498,colac,87,AU,1573941627,92,-38.34,143.59,54.0,3.33
499,morros,20,BR,1573941719,74,-2.87,-44.04,82.4,13.87
500,isangel,75,VU,1573941719,58,-19.55,169.27,82.4,13.87
501,laguna,40,BZ,1573941719,69,16.17,-88.94,82.4,2.53
502,benghazi,100,LY,1573941720,42,32.12,20.07,69.67,14.76
503,kjollefjord,11,NO,1573941720,84,70.95,27.35,24.51,8.57
504,reforma,75,MX,1573941720,37,24.02,-104.65,69.8,4.7
505,union,90,US,1573941720,50,34.72,-81.62,57.2,6.93
506,mount gambier,75,GB,1573941720,93,53.66,-1.85,46.99,8.05
507,fochville,0,ZA,1573941721,55,-26.49,27.49,66.0,4.88
508,kushima,40,JP,1573941721,87,31.5,131.29,46.4,11.41
509,altamirano,0,AR,1573941721,61,-35.36,-58.15,78.8,6.93
510,morris,1,US,1573941722,49,45.59,-95.91,48.2,11.03
511,warrington,75,GB,1573941722,100,53.39,-2.59,46.4,5.82
512,pimentel,9,BR,1573941722,71,-3.7,-45.5,82.13,4.09
513,charleston,90,US,1573941435,87,32.79,-79.94,46.99,16.11
514,bowen,75,AU,1573941722,88,-20.01,148.25,82.0,7.38
515,onega,100,RU,1573941723,89,63.91,38.09,28.96,3.4
516,bathsheba,40,BB,1573941723,88,13.22,-59.52,78.8,5.82
517,nago,40,IT,1573941723,93,45.88,10.89,50.0,6.93
518,nishihara,20,JP,1573941723,58,35.74,139.53,57.2,9.17
519,maningrida,52,AU,1573941723,89,-12.05,134.23,75.96,5.37
520,vallenar,0,CL,1573941724,58,-28.58,-70.76,66.27,12.03
521,lashio,0,MM,1573941724,97,22.93,97.75,54.73,0.98
522,shieli,0,KZ,1573941724,37,44.18,66.74,31.33,6.89
523,san antonio,18,ML,1573941602,19,13.3,-4.9,84.18,8.23
524,manadhoo,81,MV,1573941725,77,5.77,73.38,81.72,11.3
525,etah,0,IN,1573941725,53,27.56,78.66,68.32,7.14
526,russell,1,US,1573941609,30,38.9,-98.86,64.0,10.29
527,lasa,0,CY,1573941725,67,34.92,32.53,64.4,4.7
528,tarko-sale,88,RU,1573941725,81,64.92,77.78,-11.99,17.4
529,kloulklubed,75,PW,1573941725,94,7.04,134.26,77.0,3.36
530,shenjiamen,0,CN,1573941726,83,29.96,122.3,68.74,17.13
531,glendive,75,US,1573941726,70,47.11,-104.71,46.99,21.92
532,srednekolymsk,100,RU,1573941726,95,67.46,153.71,4.39,7.29
533,tevriz,100,RU,1573941726,95,57.51,72.4,26.47,7.43
534,sistranda,5,NO,1573941727,86,63.73,8.83,39.99,13.87
535,veraval,90,FR,1573941727,100,49.65,0.71,41.0,3.36
536,aykhal,90,RU,1573941727,83,65.95,111.51,-5.8,2.24
537,aripuana,100,BR,1573941727,66,-9.17,-60.63,83.07,3.04
538,samarai,100,PG,1573941727,92,-10.62,150.67,77.09,3.98
539,coronado,40,PA,1573941728,83,8.53,-79.9,82.99,6.93
